headline,clean_headline,date,source,link,symbol,company,sentiment_label,sentiment_score,sentiment_numeric,sentiment_strength,rolling_3_sentiment,rolling_7_sentiment,news_count_per_day
Pharma stock to buy now for an upside of up to 25%; Recommended by Jefferies and HSBC - Trade Brains,pharma stock to buy now for an upside of up to 25 recommended by jefferies and hsbc  trade brains,2026-02-12 08:00:00,Trade Brains,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPTkJiajVad1pZeGNkejJVbm1ocC14bVlJNl9ReDRMcmcxTm9KWUV6dU9GbTA1OTczZTdwR21jbTB4cHU3Zkw3cFBscl9mWnlSMVpYY000dlpKQXR3c2tDcmRtUVNxYmRqcDdxLVM0UGJpOUl0RnR2M2I2SWx6Wl9zM1VNSkQ3UnZmNUN3Z0xRTHV5SVEtYmFlaWk4Tm1uaTM3eTRaTjdvcExIQ1E?oc=5,DIVISLAB,Divis Laboratories,positive,0.742457926273346,1,0.24245792627334595,-0.3333333333333333,-0.14285714285714285,8
"Stock Picks Today: Divi's Labs, Lenskart, Hindalco, And More On Brokerages' Radar - NDTV Profit",stock picks today divis labs lenskart hindalco and more on brokerages radar  ndtv profit,2026-02-12 08:00:00,NDTV Profit,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPd0xzS3JGbXdfX0FhYlJUTGJjdThfelM1R21rMXJvRjVuTm5nSXFWSTY2Vi1PQzNicXdzbU1GeXlNdW84ZjNXREZNWG9KNVpWTUltdUt0R2JSNGduYjdxNldRTVh0anlZVzRPcmxnRFkxZDVfbU12UkhrVThiRUtuRld3aUc2QTNWbVRZSDlEWDRiNmI2VTZqYUdWNFRweHJ2dk9fdGRtaV9Ta1hOTFNsZVppcV9yaU9uYldB0gHDAUFVX3lxTE5FUlhybVNmZWpnc0loTkdLZ2xhV3paNDhrbVZ5LVVZTmVhamFnUWpjTWVETFctTTZrLWpVYTBxQmRqODlHaE9SWEpvcTZZNDByYlhMMDVwU1dOcTBYakZVVGExc1ZfMVpCWEUtOG1RX3prRWc1VS02UFhMeFFyVHlvUWtQd3JyM09UZWJTcm5IYVFJdVZDeUZuampvLXl5NzJ1dFY3ZVpyZWV4RzZVOFFBQTZ3VFF2YUZhUk5wTEFPRkx3VQ?oc=5,DIVISLAB,Divis Laboratories,positive,0.9421966075897216,1,0.44219660758972157,0.3333333333333333,0.0,8
Divis Laboratories Ltd Technical Momentum Shifts Amid Mixed Market Signals - Markets Mojo,divis laboratories ltd technical momentum shifts amid mixed market signals  markets mojo,2026-02-18 08:00:00,Markets Mojo,https://news.google.com/rss/articles/CBMizAFBVV95cUxQS3NpWTRJYU9fNmtVUXBRTXZjbFRXUjZIVllTT1A2VFI2NDB1SjNvaHVVYWZxaGMzNTRNbFBzUzd2aDAzbktzY090cHFrNEVWbzVtWXh1cGJzMEtNUGI3OGIzUW5CcTNMUTA2NE81QnVqcWhtdGxHa2xiX1JFSDViWkxRVXdqUGRSeWJvR0FPbjFzQkFrVUwyejdndWFuZGZQNDQyTjRFUjNQZFZsTVBpQzk0endsQThDZUx2Umc3M2hDOTdab014REhiOUc?oc=5,DIVISLAB,Divis Laboratories,neutral,0.9340077042579652,0,0.4340077042579652,0.6666666666666666,0.0,1
Divis Laboratories Sees Notable Surge in Derivatives Open Interest Amid Mixed Market Signals - Markets Mojo,divis laboratories sees notable surge in derivatives open interest amid mixed market signals  markets mojo,2026-02-20 08:00:00,Markets Mojo,https://news.google.com/rss/articles/CBMi5AFBVV95cUxOQ1VieEVjS0RJdXN5Zy1ORlpYTjMzT1JaYm03Q0VySW9PQWkxZDB3bEFBXy01bmJFMUNpdWNDYlFIdDduaHQzQUdaNmtkNnNSbFl2RXdzWWFhcGdkeVhYVk12a09MaWR4aUVqeHhac3pwRjhiZS16dEZaeDB6NmphdzVFbmc5b2NGT3JXN1pvVEw0eGNNb05QNEt4Tzl3ZFJzNHdQRkdjUHpTZ2ctaHlDZTlVdGh5bWlmSlEzWEo4cHNBZzFEZndpZGw5clM0eXM1Y2ZEbThfNHJ0TjlPMFNUeEw1N24?oc=5,DIVISLAB,Divis Laboratories,negative,0.9541880488395692,-1,0.4541880488395692,0.0,-0.14285714285714285,1
Divis Laboratories Ltd Faces Bearish Technical Shift Amid Mixed Momentum Signals - Markets Mojo,divis laboratories ltd faces bearish technical shift amid mixed momentum signals  markets mojo,2026-02-25 08:00:00,Markets Mojo,https://news.google.com/rss/articles/CBMi1AFBVV95cUxOTTdEUHNTa1BqeHllX0V4N3RuWnZKT05zY1ZkbEp4U21WUjMxU0k3cGRXR1ZLNmlBWjA0aEh1TDF2dTY1eXZvNzNCU0JhanBwNm1tT052MERKRlBzdDdZMmd2aHkyWDVnSTU2bkd4ejVGajVPY1ZGWmR2SzhBTjRkRDB0alBpVzR2TGhEU0JkNE80SFZHWUcxNDZsa2RrZFJDWlhDdGhUaHFJOVFNbFNCRWgyRndPYkltMEQtalROcF9HSkJtT3ZwZFdkMUhTVU5Zc29aRg?oc=5,DIVISLAB,Divis Laboratories,neutral,0.9711020588874816,0,0.4711020588874816,-0.3333333333333333,-0.14285714285714285,3
"Divis Labs Standalone December 2025 Net Sales at Rs 2,578.00 crore, up 12.23% Y-o-Y - Moneycontrol.com",divis labs standalone december 2025 net sales at rs 257800 crore up 1223 yoy  moneycontrolcom,2026-02-25 08:00:00,Moneycontrol.com,https://news.google.com/rss/articles/CBMi3wFBVV95cUxQM1YxX1ZPWEZlaGQwSjlSNFE2NmdwVHRyZmZnQnQ3UUNFRFlhVTg0SVlJbV9qQjNwMFVRRVYtR1ZXMG4zWGhOM1JoUnhTMklkXzVWUU9VVUNqZmdoUDF0M3ladmVsbHY1SE9mUkNITFZqV3NHb3JTdW9RQWtRQ0RfNWo1Qkx1a1ZxTHJmMmNadk9YT0cySU9nMXEySTJkYmhZRS1tM0lzV1BZZDEwRkhlSGQtcG0tTURrOEZtd3ZYU2NKTVpheTEwazdkQ0pZUHd1b0tsN01PMjNtdGtNY1Jn0gHkAUFVX3lxTE5uUUlXeDBlMnZFOWhJTHlVajBuRTd0S3RyZFpDdUZzdzJKR3hMenJhRGgxeGdLT0w1V2ZCak4wakUtNTJrYmFOTWtTYURKbGdrdDhzc2pmcjRENU9GSGt4YVMwb3c0ZkpGaHo1THBpcE9qbHJZMV8xQ0lKT1J4NUVabnprOU1uZXp1aWFCZ2pVS3k2UVlnN3A1VldjWllvQkx3RlNtb0IxdFpON2RSYnFYQk82UmdoV2ZmMVpWcFQ4d1p0a1ZjSFpnbEVKT0RxbWJQdXZHaGFEbUJJaFlHVkhIUzVuaA?oc=5,DIVISLAB,Divis Laboratories,negative,0.8628552556037903,-1,0.3628552556037903,-0.6666666666666666,-0.14285714285714285,3
"Divis Labs Consolidated December 2025 Net Sales at Rs 2,604.00 crore, up 12.29% Y-o-Y - Moneycontrol.com",divis labs consolidated december 2025 net sales at rs 260400 crore up 1229 yoy  moneycontrolcom,2026-02-25 08:00:00,Moneycontrol.com,https://news.google.com/rss/articles/CBMi4gFBVV95cUxQemZZTUhubjZmejJsajRkVi1kMzhQWFpteEh3Z3JGdkZQVjdfOEgzZ3lLZzdLU1lNY1prazNfM3gyQ2RzbVpWZ2FRMzBsMkZPMEV5cE5yenI5TVlOclRGbElLaC1qZk9fWHpCY2dxSVdWTUxISExwdzk1aUFXZnA2ZEdEUzk0VWhxbXQwcUxjM2xHQ0VIVS1ZOXpsdncyTXVSbE5YbElOVlZJYjN0QWVNSXpUMy1XUHBpX3A2RHJ2MGxsekRQZ2x5eVNDZWliOWdMbld0dzFialRtbEI5Q011VWdn0gHnAUFVX3lxTE5QZGw5MEpMdHlUbE9vaGJCaDEycGRESGgxM0NrcjQyUnZOZnExRnA5czNhYkRFZGh4UDFYLWN3ZTMwUjVYU1J0SkFwY1VsMVhSUnFybW56Z29kcWlldWxleWRhMlZKRmNpQmhucVVkck5EVlVUNk4xemgyblFiMkhUTG1YZC1SaGVOdmFlU3hXaWE0OHVFWnBnbFdvTUIteHU5dkxuZHpLcU5YbGl5SGMwV0owNnF0aXBSa1BJZ1FvT0RReXNGYjhuTjdYOFZYRkRRWkVMNTQ2SFpmRDQ3bnI0aS1qR0ZsUQ?oc=5,DIVISLAB,Divis Laboratories,negative,0.8501825928688049,-1,0.35018259286880493,-0.6666666666666666,-0.14285714285714285,3
Divis Laboratories Ltd Technical Momentum Shifts Amid Mixed Indicator Signals - Markets Mojo,divis laboratories ltd technical momentum shifts amid mixed indicator signals  markets mojo,2026-02-26 02:57:00,Markets Mojo,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPSUQ4Rno5R3RnWEJNSmdaVGp4VkZoZzA4cnNqVXhkTmlrWXVnclJMTEJ3TjIzWDMzOWI1REdYSDZlSHNwTDBLVXZXSmFGdXB0aWlOTXM5cFgwQU0zOUVPaldES0FQTWlrRmhUaG5iV1Vnd2hUUjhpdWJUcXZXS1dtUS1YaWlnbmNWR1JwcEstcXRBUW42STNjanBnNkE2Qkx2aE1YZFRCRVh1dERYM2hrQjdrdWo4Wmc0NFBYd3hhT0R4YWdTOVpucFZ0dGp5ZHMw?oc=5,DIVISLAB,Divis Laboratories,neutral,0.9381729960441588,0,0.4381729960441588,-0.6666666666666666,-0.2857142857142857,1
Divis Laboratories Sees Sharp Open Interest Surge Amid Rising Market Momentum - Markets Mojo,divis laboratories sees sharp open interest surge amid rising market momentum  markets mojo,2026-02-26 08:00:00,Markets Mojo,https://news.google.com/rss/articles/CBMi0AFBVV95cUxQQkxmWDRweExMaDZuSEFMbWFnVUlmSzQ1RE1laUtOcWc1bjloYXJ4Q1dyMG4xX0p6cWNwV3IxdWQzN2UtS1U2MmRidXUtcGtQUnl5bmQzT0lkTlhCZXVWUE01WHBKM2FBRzVVNkppOFFxdEN2TDhtWWFNQ1lRZDFnSWlUekRMQVdBUFBRQloycEp5RDRLQ2tkN2JPUUJxUUhyQmc2U2M5bGEzX3VZNHpsOFE2S3p4cjg0cDlYYnE0Uk9ZTTZ6ZDI4Wmt2dW9RLXpB?oc=5,DIVISLAB,Divis Laboratories,negative,0.9392648339271544,-1,0.43926483392715443,-0.6666666666666666,-0.5714285714285714,1
Divis Laboratories Ltd is Rated Sell - Markets Mojo,divis laboratories ltd is rated sell  markets mojo,2026-03-09 15:54:37,Markets Mojo,https://news.google.com/rss/articles/CBMinwFBVV95cUxPSHVaelFBaGZwYzFDVWhXVjZZZjJJXy1OU1lJbUZyZ2ZUZUNzaGJiMTFBVmtsVjh0aWRqdGZuemJYNGV2YjMtdjQzY3pLcDRXM3hWOFVmYjlHMGxvUjRjeE15OHBlQVpNcGY5cUphcE5tQjR2SVUxZlA5NXpLOWx3LTJuU09XQkJuZW50S3B3eER0ZnJaZE1felVPZDkwMFE?oc=5,DIVISLAB,Divis Laboratories,positive,0.8340713381767273,1,0.3340713381767273,0.0,-0.42857142857142855,1
Dr Reddy's Laboratories Share Price Surges 3% After Q1 Results | Revenue Rises 11.4% - Samco,dr reddys laboratories share price surges 3 after q1 results  revenue rises 114  samco,2025-07-24 07:00:00,Samco,https://news.google.com/rss/articles/CBMizgFBVV95cUxPaWJVUDJXNWpDdzdxRF9lU3NobmJXWnJDTlRmMUNqQWRkUWQzelRwV3AxUTFhZjcyY2JqRnZub18wc1NaVk94ZzJuWHd2anFVUktySW44dXZtU1h2RVItVjRHd1NPbkFFQXFpSG1rWWdZN0ZSN3FmY3lNVXZYa1lzajlTNUZTZEdmNURwYWwwRHB3VTg3M3RrNEY0QXpXU0ZjUk1QWElvMXBoNS1RWmtMWFdVSzlXZ0MxbjdhV3VCQWJLTDZlRXlRVnZ6Z1VKQQ?oc=5,DRREDDY,Dr Reddys Laboratories,negative,0.923667848110199,-1,0.423667848110199,-1.0,-0.14285714285714285,4
Dr Reddys Laboratories Faces Continued Stock Decline Amid Broader Market Challenges - Markets Mojo,dr reddys laboratories faces continued stock decline amid broader market challenges  markets mojo,2025-08-01 07:00:00,Markets Mojo,https://news.google.com/rss/articles/CBMi0wFBVV95cUxPNFJweWUwT0NGdXJldUdXcUMzVUhVUVlKb1U2MXVOV2VjNE5FVWQ0NmJvOWNHV1NDTUZ4VFlPWUR0T29JeFFUMEpCMjR5cHhPNmNyY3FUUTVaeWNOMFlCLUtFeXBwc2RrWTh1TXJLN2QtcG5DZFdGWEphODAycGM3ek9pVjNSaWg1RFZJMDBNZW5fNEJkNDhCQ1NGRm10anFqVXdqcjR6di1TUzFxY1dnMHRmVEJjZDFYakFPcGlVa0twMFd2b1NEeVZvTjhwaTFacXdB?oc=5,DRREDDY,Dr Reddys Laboratories,neutral,0.9738023281097412,0,0.4738023281097412,-0.6666666666666666,0.0,1
"Stock Alert: Adani Power, Lupin, Dr Reddy's Laboratories, Imagicaaworld Entertainment, Kaynes Technology India - Business Standard",stock alert adani power lupin dr reddys laboratories imagicaaworld entertainment kaynes technology india  business standard,2025-09-08 07:00:00,Business Standard,https://news.google.com/rss/articles/CBMilgJBVV95cUxPVDFkLXJUcElLRHZjUTIwTzlMN2ZHNzVIUXlKM1NLTDk5QTFwN1hyNjE1Mkp2QVAwb21XTXpFODgtWEM3RXBVaC1PN21BbFd5a2Z4anFlREF1OHc5R1VTa1dXSVBnbDRkZTBUOVBqOG9TLVNaY29LUVpYV0ZkQzdaVk9wSnc5enl1OWhaa3pSR2pYT1QzRWIxU3ZwR0VwaGdqWlRtQmEtNUJ2bC13c3BPQ1VQSUpWX1NlMW1RcGJ5bDFlTHNkc3FMTmFlZnFNYkZyM0s4OXh3Y0lwVWFWbDRkZzVVSlpyLXczVWtNaDhPenJjSW10ZXZmMzFIRkFrc2pnREQtV2hfd1FqVktmWHliZjlMUHJYQdIBmwJBVV95cUxPM0wyaUNRRVotcmMyMTFRV0t5MzhwTC15dGJwSHZvUGUxNVB2QW84cXBoQmhEV181TkY1MWw1eGw4VWl3LVE4UVo3MzB0VmtweVJFRHJqV3d6aWN5TGlRYWlqby15VnRXVi1sTXctSEtLNkN4bVFvM2xCZi03Mmt1Slc2Mk5fOWMxc2lXbG5hQnp4RkFvdFBVcFFrZnFZeEFxLXlKMlBIWlgzaGUxWlE0Znd1QWIxOUk4ZHBURWlPUHBsSkpYbjVBZWFoWXlxanpUN2lDOTFRd05weWhUdXNKX3JaX0lzNjRzSExCZmN1YU0tRjZDQVAyd2ZhTjJ1bHlXNG1UNGVBMmNWS1NpVnVibVEtWnNram9XNENJ?oc=5,DRREDDY,Dr Reddys Laboratories,positive,0.9382774829864502,1,0.4382774829864502,0.0,0.0,1
Dr Reddy’s Laboratories shares fall nearly 2% on acquiring Johnson & Johnson’s Stugeron brand - Upstox,dr reddys laboratories shares fall nearly 2 on acquiring johnson  johnsons stugeron brand  upstox,2025-09-10 07:00:00,Upstox,https://news.google.com/rss/articles/CBMi6AFBVV95cUxNV3ROakVVend1RGNqY0hpWXdyYjRtanlPOFpjWVExeG1FMjlNLTgtRWdRbUhabEIzcU5sallpdlZMQXJkWi0zU3RCZDFYX0hwOHBvOGdiVGxHUDdaNk10Ynk2TXVVOVVWaWVRcnF6bDJQMDQyVzJUYlpSNzV5Qlg2b29TaXdIbGtNMmlYcTRvdzFkS0xUcmtYNUFJemxqalRwaXQwSkRXbE5YUERDRGlRYXk3bXNidjgtblRxTUFSM0NTSl9SOWVHS1I3Y0U5V2lEWERWRnNoeEtBS1c0cm9rYm9wZU5VbGNi?oc=5,DRREDDY,Dr Reddys Laboratories,neutral,0.9593404531478882,0,0.4593404531478882,0.3333333333333333,-0.14285714285714285,1
"Stocks to Watch Today: Dr Reddys Labs, Jupiter Wagons, Rail Vikas Nigam, Highway Infrastructure, Mazagon... - Moneycontrol.com",stocks to watch today dr reddys labs jupiter wagons rail vikas nigam highway infrastructure mazagon  moneycontrolcom,2025-09-11 07:00:00,Moneycontrol.com,https://news.google.com/rss/articles/CBMitAJBVV95cUxPZGo4NG9UVlllRGJHOVFweURHckVBZG5leWNPcE4wcDJweUdJMFM4c3FoUzJma1VYZFVlMGhIQWRQYm52NFdKUGVRVU5LanVpQ0ZWTmpmcWVxRDdPZ0JuY3ZsUy03NzkzNXdJNGo0ZGVCN0FEb0QyRjhMSmplTTV4TTN0RzlWQzNzRl8wLXdfdTNCYlJOeUVJNTZPSXV4Z0lmbndVUHpacV9RdTlVWjM0OWVwdTVRdEVOdjZSUEYzMXFVcDdPOGlSaVRfNGp0TmJ2TWdmendDempNOVlkVVo5Vzd2YTdtX1d5SGE0TklQRGZPV1ZtSzdnVjM2cWlsbG55Mko5NzltZ282VDlIWGlIR2VaX0UwU1I4cWd3T1VIdXNiTk1mTlBtN0xMUXU4NWV5aktKM9IBugJBVV95cUxOVlpVckZiaU5kX05FOFZ5ZzNsRlpPWGh5dFRJRUFPR21hRy13RWU0QzZSajNtYmZvbXhCWGdfOGtsRy1hVEtvLXFqMF96QzBsN2NwWktaWHNOaXFVd0JlQldzLXljYktjQVJwRXktUHYyYkR1V0UyX2ZWVks1bWJHM1IzWG1laS1EclFvX3hUV2c4NFdmMEpoOFQ5NzFSVlhrUmhTQVlXZUFRTWx2Ynp5SVFUeWcyQS1kVElyWDdSdEVjTEpnTngzdm9Ndkk4Sm5Xc2ktUEZQMEZwV1ptZ1BpSVlCWVM2NkVlODdTNWFLbFJTNTdEMWJFNEMwRy1kb19GSUhXVGRCR2JLb0xLeXRqeUdwaThmcnNQdTRiVDNiUERvRDhyV3BNVWZ0OFNKNEpqRzB4UVpLMWhwZw?oc=5,DRREDDY,Dr Reddys Laboratories,positive,0.9200242161750792,1,0.42002421617507923,0.6666666666666666,-0.14285714285714285,1
Recent uptick might appease Dr. Reddy's Laboratories Limited (NSE:DRREDDY) institutional owners after losing 1.9% over the past year - simplywall.st,recent uptick might appease dr reddys laboratories limited nsedrreddy institutional owners after losing 19 over the past year  simplywallst,2025-09-12 07:00:00,simplywall.st,https://news.google.com/rss/articles/CBMi9gFBVV95cUxPeDl4aDExZHBnSHlteEM2amhLc3RVQnU5bHZ5eVRSVDZCVkNMa0ZCMjdEcEJJVk9rR3Y1bGx1VkxqenBxdTVodzdQcEtqTnZpWWlrLTRUWG9wNUlMX1hDVTlTSFI2WFNJTVZHYkNXNUJHdzdsYWtiaWprN055SmVmT3hxckFQRlFobW5tSExOT2FfZHMyNV9nclZhZmxVRVhxQzE3aGVRamtfNXA1RlhZUkhLU2tNME03QTB1NGxNZmg1UmM2U1BaMnFtRXBWWk9XaGVMNENRamVwa3pXOGRjRUJBZWRYUnprSk9qZi1CaEctc0d5OEHSAfsBQVVfeXFMT2hRNVBicHlyQ00ydUlDMV96M2FUWDRCR3NRRzRjV25jazlqSmNoSmpWNnlQal9wTjFqaGpTVTRUNVdPN0lJUkxqWWtjZXhtMVBKZmZlcVV0aHN6eHNVN21CN1MwSk8yNVo2TGplSVMzOEQ1YkQxMWlHbTlzUEtoU2FuRFFDWC1CcEl2dHZ2SjBBN0FtQVM0V3ZuSk0wNl9SSm1xMXlKSEhjREVscVhPV2ZqNDhuZDdMLTlzZmdCTktUcDVpUkJpd2Y2Z24wM2RvbUZOQ2JOZWxqQ3RKMWFOWnhwTnJkSkZNLW5UTE9vVVVXTTJva3hLYlFhM00?oc=5,DRREDDY,Dr Reddys Laboratories,negative,0.72171950340271,-1,0.22171950340270996,0.0,-0.14285714285714285,1
"Stocks to Watch Today: Apollo Hospitals, Dr Reddys Labs, Tata Tech, Shakti Pumps, Alembic Pharma, Diamond... - Moneycontrol.com",stocks to watch today apollo hospitals dr reddys labs tata tech shakti pumps alembic pharma diamond  moneycontrolcom,2025-09-15 07:00:00,Moneycontrol.com,https://news.google.com/rss/articles/CBMiywJBVV95cUxQY2d0ZTBXbmJhVDRRVFNKTjRVeE1MMnZ4NTAxcjZYNjRIbFd6Y2ZWZUVRMDlEck9KY2IwU3BMbVRBWXdhbFVPQlQwQXAybkROR3ZBSnBxLWJ2R3BpcHp3TmdMaWR4MnYtMDVyclB0M0RzUFRBV0hDWURjcW85ajlIZ0dPSVFzSC1Dd1ZsaUFOemtBN1c4Z0Y1SEtJTW1sWXJaNXZoOVh6cEFUYVduZldSWU9NeE9lUkZ6NG1aaDBnUFNwTTBBaEdJMzBnSWdSWUxQbGhGME91eVJTaF9ZUFJUQ3ZCeHpwcWJjQUZPTW83YTZyT0d1aGVFRmpwWXQzNHZmbzd3YWNLTjFRc1lsUm4yOVZKam9ZMmw2MmlYUk5RZmlONVpJS01VSS1zSWRiMTFqYTNqN2dmU1FDWUxQRFNLNzFDdFJBeEpsYXhR0gHQAkFVX3lxTE5hd2tSYml6NUFPMXNMV1pDQ2IxWHp3UkNVQkhLeGs2R1pwU29zdEllS3Z6T213cmhqZHFZZFNscU5BTnBIcEl1b3dyTjRtSlZmX1ByNVduNnNJMF9RSGFHUWdzZDhvUm42OFFWMUs4STFNdHVtNXBSeWtFLTFQMFVXb1dCbWFDTXJ2TTNsWWVaNWg2UllwLUp1QUstOGZJdkRqZHVicDNkX2JEaFdjNllBU0VVZzFTMDlqYjg1ZHlkUnBlZTJSeHJiZWhNNFdIVmszVXlCNEp3eEp6M21ibG14blNzX2ZGR3NteGFMU29nTTlnQjk1NG1BSDFwVFVRZ3ZycjBPVmZudzY0NHJDc0RkLVdyT3ZEcC1GelVVT19pZXJsWHF6ZnUxU0pFNDZFcXZrOFNndl9mTjk3cHBxTGpxeU9TMGFSZ1RQOHFBSXJqWQ?oc=5,DRREDDY,Dr Reddys Laboratories,positive,0.928122103214264,1,0.428122103214264,0.3333333333333333,0.14285714285714285,1
Dr. Reddy's Laboratories Faces Shift in Market Evaluation Amid Mixed Performance Metrics - Markets Mojo,dr reddys laboratories faces shift in market evaluation amid mixed performance metrics  markets mojo,2025-09-26 03:43:29,Markets Mojo,https://news.google.com/rss/articles/CBMiwgFBVV95cUxQMTdVY3VtTzhNYjNpMEppOXdSOW95VjBIMVI2djY4TTZQSnZJN2RDb2sxOUEwMlY3blVKWHNIeEtTYXd1WlhnWnBLXy05bHQtb1FxWERWVV9UdUtYeWthV0Nma2R1eXQ0aGZ5TzZhYV82Yk94akcxcjlIb09YSkwwQ281eFhQZjhkVU9IVzY1cXlJeXNoRnR5eFp5bFN6dzJsQnVXbjFQcGtKbEpsWWRKSUJ6Z2NGeGtEeTdfWmxHcjVRUQ?oc=5,DRREDDY,Dr Reddys Laboratories,neutral,0.9554876089096068,0,0.4554876089096068,0.0,0.2857142857142857,1
Dr. Reddy’s Laboratories shares fall over 2% after Trump announces 100% tariff on pharma products - Upstox,dr reddys laboratories shares fall over 2 after trump announces 100 tariff on pharma products  upstox,2025-09-26 07:00:00,Upstox,https://news.google.com/rss/articles/CBMi6AFBVV95cUxQaldZYmY0ZGEtRGVGZFZxcGd1UU5SVWhNU2tCMnJOc2dERFl3XzVxUmdXd1FHZUlmQm1Vd3B5V0JKLXlrdVVEODkzcWJLRjViRmF4RWt2WnB0eXRZVzVHd2VLdmstMU1XZHFlUEpfUTRTSG4zajh0RFo2WFNOc0p2WFY1UkEyYk5TbkVvY0dpbU1ya3A2QzMzMk1WRHVCQ1hZM0VDUm9ydHllc0t4Sm1nckNkNHd3LURxdXRSOVVLTTRXTDc0Q3pnVGNKVlZmajd0YVlCZ0JtQm1oQThkX09NN2VHd1RaYTMw?oc=5,DRREDDY,Dr Reddys Laboratories,neutral,0.953152358531952,0,0.453152358531952,0.3333333333333333,0.2857142857142857,1
Dr Reddys Laboratories Ltd drops for fifth straight session - Business Standard,dr reddys laboratories ltd drops for fifth straight session  business standard,2025-09-30 07:00:00,Business Standard,https://news.google.com/rss/articles/CBMi2AFBVV95cUxOV0pyZ29MMkw2aDNpRmdBWG9MbFdGaXkxTDBpQW9qUDZuZTFDU2lTeG9ud2NBTUhaTkVVZmtTVmtRVXhVQ2dTMlNGNDJtLUFZS1VfVjB1Z0NObktmQ1FEM0ZwLWlFSGdsLUF6V0M3bGRkaGxUcERoeHpnZGlycEdQdmFDQXd6Q2dtWk1PbjZHd1FQSGNBUG1YTXRxcC1hZkI4WVhlTnI0T3k4Q1NNR19pdDQ5TTMtQnE3NjFPOWNBZDR6b1VWV29EWGZ3dUE2N1VtVHdCT1ZaVFfSAd4BQVVfeXFMT1lfV1VfSTNkTmRmc3N5SUdhVkQtT2gydnlwUEYyRnhHMHByMG9ZQ01feEZEeS1RejBLOGExLS1xRFkxdzc5aEh3SFdsb0liS2V5dnBReHNrVVg2M0hrc3hiLXZuaFNkZDVVZE9TVzNWVlpzMURCTWpGYWVhdnplS0hNOEI1eTY5VmxHR2ZRMFU1LXB3cmViMkFickpzX3VYbnBrV1Z1SkdEVV9rS0RJLUtRUzVTYjgteUF3X01iZUQtOThKTmFtUlFUVnU4bTFKNWYyLXluMktPdTltOTFB?oc=5,DRREDDY,Dr Reddys Laboratories,neutral,0.9606133699417114,0,0.4606133699417114,0.0,0.14285714285714285,1
Dr. Reddy's Laboratories Faces Technical Shift Amid Strong Long-Term Fundamentals - Markets Mojo,dr reddys laboratories faces technical shift amid strong longterm fundamentals  markets mojo,2025-10-01 02:56:46,Markets Mojo,https://news.google.com/rss/articles/CBMizgFBVV95cUxQMWxVamU0c2VoWFpIaVR5YU1vcnBfcDdmUHRJdEpna0xuLWtIYXJBWlBMby00V0dGMmZmaVh6QzVNNkRZOG55VURxWlBqOTRvSUYya2xuVnRXdndYM2dLMVZFSXZfZGp4a2JQWUlkYmVSYU8yVkQwUUdyLU0xYkpZblFxeFVtbE04QUJCc0djLWU5RzNMakFDYXYwVDhiTHo4aXNHVENodXh1SC10VUZzREhkTkhBcTJlaXZjckRkTlFEelRfWGtkZ3BGRXJfUQ?oc=5,DRREDDY,Dr Reddys Laboratories,neutral,0.9634093046188354,0,0.46340930461883545,0.0,0.14285714285714285,1
Dr. Reddy's Laboratories Faces Mixed Technical Trends Amid Market Evaluation Revision - Markets Mojo,dr reddys laboratories faces mixed technical trends amid market evaluation revision  markets mojo,2025-10-09 03:59:47,Markets Mojo,https://news.google.com/rss/articles/CBMi6gFBVV95cUxQQjJWQmlaSDZUTDNrU3JZbDhNYTI3RThZZE1RUi1Vak1XSFFZRGViRzRrZEc1N250b1NxVmlyQ1V1SkxhVW9MQjliOUtxTjFjVnFVQnZ4SUFad2xBMUo4dnJ5ZjNCdm1kRWhTQ3QwV296VmNIZlBxVmR0QmhHdmRYVW0yVmxiS3NnZEJDVGZ2LWtkVmg3MmpsZTFjOTkxY0ZNN0VXMFVMcThGMk43RzZUd05JRWQ4TWxDSGNWUkxCZHBLaGJZVmowN0xZR0h6VjdfaUpuaDd5em5UYVI0Vm94QVBfZmZBdGs4b0E?oc=5,DRREDDY,Dr Reddys Laboratories,neutral,0.9622595310211182,0,0.46225953102111816,0.0,0.0,1
